date,league,home_team,away_team,home_rank,away_rank,home_form,away_form,home_expected_goals,away_expected_goals,home_goals,away_goals,result,prob_home,prob_draw,prob_away
2010-06-14,EPL,AstonVilla,Sheffield,5,11,0.834,0.669,1.632,0.947,4,2,H,0.467,0.105,0.427
2010-06-14,EPL,WestHam,Sheffield,6,9,0.398,0.789,1.465,0.935,0,0,D,0.581,0.048,0.371
2010-06-15,EPL,Everton,AstonVilla,20,19,0.513,0.631,1.54,0.868,2,0,H,0.569,0.048,0.384
2010-06-15,EPL,Brighton,Wolves,14,10,0.603,0.5,1.804,0.683,3,0,H,0.792,0.048,0.16
2010-06-16,EPL,Bournemouth,Luton,5,11,0.384,0.88,1.537,0.92,1,0,H,0.689,0.048,0.263
2010-06-16,EPL,Fulham,WestHam,16,5,0.713,0.468,1.434,0.947,0,1,A,0.391,0.048,0.561
2010-06-17,EPL,Luton,ManUnited,11,11,0.563,0.599,1.544,0.872,0,2,A,0.57,0.048,0.382
2010-06-17,EPL,Liverpool,Everton,6,8,0.846,0.529,1.434,1.022,2,1,H,0.384,0.048,0.569
2010-06-18,EPL,ManUnited,Luton,9,8,0.83,0.521,1.347,1.068,2,0,H,0.289,0.048,0.663
2010-06-18,EPL,Fulham,Newcastle,13,12,0.179,0.234,1.349,0.704,1,0,H,0.635,0.048,0.318
2010-06-19,EPL,Chelsea,ManUnited,12,16,0.08,0.388,1.129,0.867,0,0,D,0.429,0.108,0.463
2010-06-20,EPL,Brighton,Newcastle,5,14,0.416,0.556,1.533,0.806,2,2,D,0.616,0.048,0.336
2010-06-20,EPL,ManUnited,Newcastle,7,20,0.366,0.727,1.574,0.828,2,0,H,0.728,0.048,0.224
2010-06-20,EPL,Everton,Sheffield,8,7,0.79,0.452,1.678,0.815,2,0,H,0.578,0.048,0.375
2010-06-21,EPL,Arsenal,WestHam,12,13,0.82,0.565,1.506,0.98,0,0,D,0.389,0.048,0.563
2010-06-21,EPL,Nottingham,Fulham,4,11,0.608,0.749,1.284,1.114,1,1,D,0.299,0.048,0.653
2010-06-22,EPL,Liverpool,Chelsea,7,16,0.446,0.549,1.456,0.863,0,1,A,0.542,0.06,0.398
2010-06-24,EPL,Burnley,Everton,6,20,0.753,0.444,1.501,0.91,1,0,H,0.415,0.086,0.499
2010-06-24,EPL,Newcastle,Brentford,8,9,0.818,0.497,1.881,0.714,2,1,H,0.66,0.048,0.292
2010-06-24,EPL,WestHam,AstonVilla,10,15,0.127,0.126,1.672,0.434,2,0,H,0.827,0.048,0.125
2010-06-24,EPL,Liverpool,Luton,12,9,0.289,0.667,1.235,0.991,0,0,D,0.417,0.089,0.495
2010-06-25,EPL,Fulham,Chelsea,12,8,0.499,0.526,1.402,0.909,1,2,A,0.442,0.121,0.437
2010-06-25,EPL,Wolves,Nottingham,8,15,0.625,0.275,1.351,0.889,0,1,A,0.34,0.048,0.612
2010-06-25,EPL,CrystalPalace,WestHam,18,15,0.253,0.817,1.285,1.005,1,0,H,0.475,0.1,0.424
2010-06-26,EPL,Sheffield,Newcastle,8,15,0.541,0.504,1.192,1.05,2,0,H,0.266,0.048,0.686
2010-06-26,EPL,ManCity,Fulham,1,11,0.488,0.342,1.402,0.831,0,1,A,0.45,0.116,0.434
2010-06-29,EPL,ManUnited,Chelsea,1,6,0.471,0.874,1.39,1.045,0,0,D,0.447,0.118,0.435
2010-06-29,EPL,Brighton,Tottenham,12,13,0.215,0.785,1.377,0.92,3,1,H,0.611,0.048,0.342
2010-06-29,EPL,WestHam,Brighton,12,18,0.393,0.725,1.291,1.018,0,0,D,0.423,0.099,0.478
2010-06-29,EPL,ManUnited,Luton,7,18,0.979,0.311,1.767,0.774,0,2,A,0.52,0.073,0.407
2010-07-01,EPL,Bournemouth,CrystalPalace,14,9,0.62,0.276,1.944,0.51,4,0,H,0.87,0.048,0.083
2010-07-02,EPL,Brentford,Tottenham,20,10,0.389,0.601,1.104,1.087,2,0,H,0.332,0.048,0.62
2010-07-03,EPL,Sheffield,Newcastle,3,13,0.589,0.863,1.344,1.115,2,1,H,0.371,0.048,0.581
2010-07-04,EPL,CrystalPalace,Newcastle,3,8,0.171,0.672,1.211,0.963,2,0,H,0.449,0.117,0.435
2010-07-05,EPL,ManCity,Bournemouth,1,13,0.495,0.655,1.461,0.921,2,0,H,0.505,0.083,0.413
2010-07-06,EPL,Brentford,Everton,12,12,0.657,0.838,1.622,0.954,4,1,H,0.61,0.048,0.342
2010-07-06,EPL,Everton,AstonVilla,11,11,0.782,0.421,1.177,1.118,1,0,H,0.056,0.048,0.896
2010-07-06,EPL,Chelsea,Arsenal,19,8,0.66,0.509,1.595,0.84,4,1,H,0.577,0.048,0.376
2010-07-06,EPL,WestHam,ManUnited,20,17,0.355,0.778,1.236,1.06,3,1,H,0.381,0.048,0.571
2010-07-07,EPL,ManUnited,Tottenham,8,10,0.523,0.252,1.252,0.904,0,3,A,0.325,0.048,0.627
2010-07-08,EPL,Arsenal,Chelsea,12,3,0.505,0.59,1.203,1.063,4,4,D,0.334,0.048,0.619
2010-07-09,EPL,Everton,WestHam,10,4,0.476,0.851,1.223,1.144,0,1,A,0.333,0.048,0.62
2010-07-10,EPL,Newcastle,Tottenham,9,16,0.741,0.095,1.81,0.569,3,0,H,0.638,0.048,0.314
2010-07-11,EPL,Nottingham,CrystalPalace,4,4,0.069,0.247,1.063,0.849,0,2,A,0.403,0.068,0.529
2010-07-12,EPL,Arsenal,AstonVilla,8,8,0.083,0.615,1.401,0.786,0,2,A,0.745,0.048,0.207
2010-07-12,EPL,WestHam,ManUnited,1,7,0.667,0.332,1.698,0.707,2,1,H,0.66,0.048,0.293
2010-07-14,EPL,Wolves,Brighton,10,9,0.073,0.498,0.798,1.119,0,0,D,0.157,0.048,0.795
2010-07-15,EPL,Tottenham,Burnley,8,12,0.513,0.662,1.625,0.827,1,2,A,0.681,0.048,0.271
2010-07-16,EPL,Tottenham,Luton,18,8,0.386,0.546,1.533,0.791,5,0,H,0.661,0.048,0.292
2010-07-16,EPL,Brentford,AstonVilla,15,13,0.725,0.225,1.39,0.882,3,1,H,0.342,0.048,0.61
2010-07-17,EPL,Sheffield,WestHam,9,12,0.43,0.288,1.436,0.766,0,1,A,0.53,0.067,0.403
2010-07-17,EPL,WestHam,ManUnited,11,16,0.323,0.387,1.31,0.845,2,1,H,0.459,0.11,0.43
2010-07-19,EPL,Luton,Tottenham,20,20,0.326,0.45,1.114,0.996,2,4,A,0.336,0.048,0.616
2010-07-20,EPL,Brentford,Tottenham,12,17,0.195,0.403,1.395,0.748,1,0,H,0.654,0.048,0.298
2010-07-21,EPL,ManCity,CrystalPalace,15,15,0.92,0.254,1.63,0.816,2,0,H,0.429,0.108,0.464
2010-07-21,EPL,Everton,Nottingham,4,1,0.77,0.188,1.476,0.83,0,0,D,0.39,0.048,0.563
2010-07-22,EPL,Brighton,Nottingham,19,11,0.407,0.559,1.501,0.824,2,0,H,0.637,0.048,0.315
2010-07-22,EPL,AstonVilla,WestHam,14,13,0.248,0.787,1.356,0.947,1,1,D,0.566,0.048,0.386
2010-07-23,EPL,Wolves,AstonVilla,12,15,0.257,0.516,1.355,0.842,1,2,A,0.572,0.048,0.38
2010-07-23,EPL,CrystalPalace,AstonVilla,6,10,0.412,0.221,1.537,0.668,0,0,D,0.665,0.048,0.288
2010-07-24,EPL,Arsenal,Fulham,12,5,0.463,0.146,1.611,0.61,2,0,H,0.685,0.048,0.268
2010-07-26,EPL,Brentford,Brighton,7,16,0.626,0.388,1.623,0.761,1,0,H,0.611,0.048,0.341
2010-07-28,EPL,ManCity,Wolves,9,9,0.402,0.403,1.514,0.751,1,0,H,0.636,0.048,0.316
2010-07-29,EPL,Newcastle,Brentford,2,12,0.447,0.558,1.239,1.005,0,2,A,0.364,0.048,0.588
2010-07-30,EPL,AstonVilla,Tottenham,20,20,0.391,0.52,1.389,0.873,0,0,D,0.489,0.092,0.419
2010-08-01,EPL,Nottingham,Brighton,11,7,0.529,0.209,1.266,0.88,1,0,H,0.325,0.048,0.627
2010-08-02,EPL,Fulham,WestHam,11,9,0.442,0.757,1.535,0.895,1,2,A,0.65,0.048,0.303
2010-08-02,EPL,Nottingham,Brighton,16,10,0.716,0.187,1.728,0.648,2,2,D,0.66,0.048,0.293
2010-08-02,EPL,ManCity,Luton,4,8,0.709,0.124,1.774,0.592,1,0,H,0.655,0.048,0.297
2010-08-03,EPL,Fulham,Chelsea,14,2,0.224,0.462,1.141,0.944,4,0,H,0.394,0.053,0.553
2010-08-03,EPL,Burnley,AstonVilla,6,17,0.957,0.616,1.967,0.76,1,0,H,0.726,0.048,0.226
2010-08-04,EPL,Chelsea,Liverpool,13,14,0.619,0.389,1.581,0.786,3,0,H,0.559,0.05,0.392
2010-08-06,EPL,Newcastle,Luton,13,14,0.346,0.721,1.455,0.895,0,1,A,0.573,0.048,0.379
2010-08-06,EPL,Wolves,AstonVilla,12,14,0.494,0.675,1.358,0.995,4,1,H,0.417,0.09,0.492
2010-08-06,EPL,Burnley,Chelsea,10,10,0.407,0.634,1.145,1.081,1,1,D,0.312,0.048,0.641
2010-08-07,EPL,CrystalPalace,AstonVilla,8,2,0.436,0.257,1.805,0.521,0,0,D,0.769,0.048,0.183
2010-08-07,EPL,Sheffield,CrystalPalace,1,8,0.654,0.564,1.343,1.02,2,0,H,0.351,0.048,0.602
2010-08-07,EPL,Fulham,Tottenham,1,10,0.538,0.283,1.48,0.777,2,0,H,0.53,0.067,0.403
2010-08-07,EPL,Nottingham,Wolves,12,13,0.575,0.422,1.627,0.753,1,0,H,0.631,0.048,0.321
2010-08-08,EPL,Burnley,Chelsea,13,8,0.654,0.763,1.558,0.964,0,2,A,0.532,0.066,0.402
2010-08-08,EPL,Sheffield,WestHam,17,10,0.581,0.299,1.587,0.731,1,1,D,0.601,0.048,0.352
2010-08-09,EPL,Arsenal,Chelsea,6,19,0.669,0.506,1.696,0.778,1,2,A,0.642,0.048,0.311
2010-08-12,EPL,Sheffield,ManUnited,7,7,0.694,0.326,1.491,0.846,0,2,A,0.425,0.101,0.474
2010-08-14,EPL,Burnley,Chelsea,19,1,0.088,0.468,1.143,0.893,2,1,H,0.434,0.116,0.449
2010-08-15,EPL,Luton,ManCity,7,11,0.327,0.495,1.313,0.887,4,0,H,0.459,0.11,0.43
2010-08-17,EPL,Arsenal,Liverpool,1,11,0.68,0.464,1.4,0.954,1,0,H,0.359,0.048,0.593
2010-08-18,EPL,Everton,AstonVilla,5,12,0.872,0.537,1.976,0.69,2,3,A,0.767,0.048,0.185
2010-08-18,EPL,Arsenal,Luton,20,19,0.873,0.734,1.898,0.819,2,0,H,0.655,0.048,0.297
2010-08-19,EPL,Brighton,AstonVilla,12,9,0.433,0.63,1.375,0.942,3,2,H,0.456,0.112,0.432
2010-08-19,EPL,ManUnited,Nottingham,9,10,0.224,0.686,1.241,0.97,1,0,H,0.445,0.119,0.436
2010-08-20,EPL,ManUnited,Tottenham,8,19,0.61,0.376,1.859,0.6,1,0,H,0.817,0.048,0.135
2010-08-20,EPL,Fulham,Bournemouth,1,9,0.118,0.761,1.125,1.034,0,0,D,0.419,0.093,0.488
2010-08-20,EPL,ManUnited,Bournemouth,20,9,0.549,0.712,1.214,1.122,2,1,H,0.274,0.048,0.679
2010-08-20,EPL,ManCity,Luton,8,14,0.14,0.957,1.234,1.051,1,4,A,0.476,0.1,0.424
2010-08-20,EPL,Newcastle,Tottenham,5,16,0.532,0.442,1.44,0.863,3,0,H,0.469,0.104,0.426
2010-08-21,EPL,Sheffield,ManUnited,12,1,0.191,0.414,1.401,0.747,1,0,H,0.631,0.048,0.321
2010-08-22,EPL,Nottingham,Wolves,9,8,0.309,0.389,1.282,0.857,2,0,H,0.437,0.121,0.442
2010-08-22,EPL,ManUnited,AstonVilla,12,4,0.038,0.874,1.178,1.015,0,2,A,0.514,0.077,0.409
2010-08-22,EPL,Tottenham,Brighton,12,5,0.18,0.932,1.277,1.029,1,1,D,0.5,0.085,0.414
2010-08-22,EPL,Arsenal,AstonVilla,10,13,0.661,0.23,1.57,0.746,1,1,D,0.503,0.084,0.413
2010-08-23,EPL,CrystalPalace,Brighton,10,10,0.129,0.377,1.411,0.702,0,1,A,0.681,0.048,0.271
2010-08-23,EPL,Newcastle,Bournemouth,14,7,0.446,0.447,1.091,1.055,0,1,A,0.191,0.048,0.762
2010-08-23,EPL,Fulham,ManUnited,6,11,0.362,0.235,1.338,0.78,1,0,H,0.473,0.102,0.425
2010-08-24,EPL,Brentford,Luton,9,6,0.909,0.754,1.869,0.859,2,0,H,0.711,0.048,0.241
2010-08-25,EPL,CrystalPalace,Liverpool,9,7,0.849,0.66,1.493,1.038,0,0,D,0.37,0.048,0.582
2010-08-26,EPL,Wolves,Chelsea,8,2,0.529,0.665,1.501,0.913,0,0,D,0.56,0.049,0.391
2010-08-29,EPL,Bournemouth,AstonVilla,3,17,0.577,0.296,1.051,1.07,1,0,H,0.07,0.048,0.882
2010-08-29,EPL,Nottingham,ManUnited,20,10,0.32,0.353,1.112,0.956,1,0,H,0.349,0.048,0.603
2010-08-30,EPL,CrystalPalace,Everton,9,10,0.051,0.413,0.84,1.05,0,1,A,0.19,0.048,0.762
2010-08-30,EPL,ManCity,CrystalPalace,13,6,0.589,0.054,1.617,0.618,3,2,H,0.638,0.048,0.315
2010-08-30,EPL,AstonVilla,Fulham,18,15,0.944,0.869,1.485,1.163,1,4,A,0.315,0.048,0.637
2010-09-01,EPL,Brighton,Nottingham,7,14,0.339,0.899,1.283,1.073,3,1,H,0.427,0.105,0.468
2010-09-01,EPL,Everton,Fulham,1,8,0.243,0.262,1.451,0.675,1,2,A,0.585,0.048,0.368
2010-09-01,EPL,AstonVilla,Liverpool,8,6,0.228,0.169,1.206,0.787,1,0,H,0.424,0.101,0.475
2010-09-02,EPL,Nottingham,Newcastle,13,2,0.658,0.833,1.327,1.14,2,1,H,0.334,0.048,0.618
2010-09-02,EPL,AstonVilla,Newcastle,7,8,0.503,0.785,1.323,1.064,0,0,D,0.4,0.062,0.538
2010-09-02,EPL,Brighton,AstonVilla,8,14,0.721,0.543,1.593,0.879,0,1,A,0.526,0.07,0.404
2010-09-02,EPL,Arsenal,Burnley,9,19,0.519,0.356,1.513,0.778,1,1,D,0.569,0.048,0.383
2010-09-02,EPL,Tottenham,ManCity,12,13,0.223,0.387,0.928,1.05,0,1,A,0.2,0.048,0.753
2010-09-03,EPL,Luton,Chelsea,14,10,0.252,0.284,1.479,0.668,1,1,D,0.679,0.048,0.273
2010-09-05,EPL,Liverpool,Newcastle,5,6,0.642,0.6,1.502,0.93,2,1,H,0.459,0.111,0.431
2010-09-05,EPL,Chelsea,Arsenal,7,19,0.286,0.716,1.403,0.903,2,2,D,0.55,0.055,0.395
2010-09-06,EPL,Luton,Sheffield,9,1,0.704,0.903,1.695,0.951,3,1,H,0.655,0.048,0.297
2010-09-07,EPL,Wolves,Nottingham,14,15,0.495,0.226,1.411,0.781,3,1,H,0.455,0.113,0.432
2010-09-07,EPL,Brentford,Liverpool,11,11,0.879,0.502,1.886,0.736,2,1,H,0.699,0.048,0.253
2010-09-07,EPL,Brentford,Wolves,1,7,0.274,0.47,1.168,0.95,0,2,A,0.405,0.071,0.524
2010-09-07,EPL,Nottingham,Arsenal,6,10,0.439,0.499,1.491,0.819,0,1,A,0.589,0.048,0.363
2010-09-08,EPL,Wolves,WestHam,10,19,0.506,0.235,1.412,0.789,0,2,A,0.451,0.115,0.434
2010-09-08,EPL,AstonVilla,Newcastle,7,10,0.536,0.062,1.237,0.842,0,1,A,0.305,0.048,0.647
2010-09-08,EPL,WestHam,ManCity,3,17,0.735,0.347,1.663,0.761,2,1,H,0.619,0.048,0.333
2010-09-09,EPL,CrystalPalace,Brentford,9,10,0.424,0.184,1.409,0.739,2,0,H,0.505,0.083,0.413
2010-09-10,EPL,Fulham,Tottenham,3,11,0.48,0.589,1.329,0.973,1,1,D,0.413,0.083,0.504
2010-09-11,EPL,Fulham,WestHam,2,14,0.789,0.319,1.565,0.832,2,1,H,0.435,0.118,0.447
2010-09-13,EPL,Bournemouth,Tottenham,18,14,0.612,0.946,1.571,1.012,2,0,H,0.55,0.055,0.395
2010-09-13,EPL,ManCity,Bournemouth,8,15,0.77,0.906,1.542,1.075,1,0,H,0.431,0.111,0.458
2010-09-13,EPL,Newcastle,Chelsea,11,15,0.836,0.835,1.74,0.946,2,0,H,0.628,0.048,0.325
2010-09-14,EPL,Newcastle,Burnley,13,6,0.724,0.454,1.347,1.001,2,1,H,0.314,0.048,0.638
2010-09-15,EPL,CrystalPalace,WestHam,3,13,0.879,0.396,1.63,0.856,1,0,H,0.443,0.12,0.437
2010-09-15,EPL,Burnley,Brighton,12,8,0.928,0.398,1.58,0.908,2,1,H,0.395,0.055,0.55
2010-09-15,EPL,Burnley,ManUnited,7,2,0.188,0.116,1.441,0.601,1,1,D,0.682,0.048,0.271
2010-09-15,EPL,Sheffield,Arsenal,9,14,0.531,0.387,1.402,0.866,1,1,D,0.432,0.113,0.455
2010-09-15,EPL,Arsenal,Bournemouth,1,7,0.128,0.597,1.458,0.76,1,2,A,0.763,0.048,0.19
2010-09-16,EPL,Nottingham,Brentford,4,10,0.25,0.238,1.448,0.669,4,1,H,0.663,0.048,0.29
2010-09-16,EPL,Tottenham,Luton,3,10,0.283,0.585,1.341,0.889,2,2,D,0.528,0.069,0.404
2010-09-17,EPL,Liverpool,Burnley,8,6,0.658,0.333,1.468,0.85,2,1,H,0.425,0.102,0.473
2010-09-19,EPL,Brentford,CrystalPalace,15,12,0.48,0.866,1.728,0.83,2,1,H,0.767,0.048,0.185
2010-09-21,EPL,Luton,Sheffield,11,16,0.45,0.489,1.429,0.858,2,0,H,0.493,0.089,0.417
2010-09-21,EPL,WestHam,Sheffield,14,11,0.515,0.781,1.693,0.832,0,0,D,0.788,0.048,0.165
2010-09-22,EPL,Nottingham,Brighton,9,7,0.441,0.372,1.374,0.843,1,0,H,0.451,0.115,0.434
2010-09-22,EPL,Fulham,Nottingham,15,15,0.4,0.491,1.337,0.898,0,1,A,0.437,0.12,0.443
2010-09-23,EPL,Nottingham,Newcastle,20,19,0.432,0.562,1.524,0.82,3,1,H,0.623,0.048,0.33
2010-09-23,EPL,Fulham,Bournemouth,3,8,0.5,0.42,1.68,0.69,4,0,H,0.691,0.048,0.261
2010-09-23,EPL,Chelsea,Nottingham,12,7,0.338,0.414,1.236,0.908,1,0,H,0.397,0.058,0.545
2010-09-23,EPL,Bournemouth,Arsenal,10,15,0.341,0.585,1.384,0.884,0,0,D,0.521,0.073,0.406
2010-09-24,EPL,Tottenham,Everton,12,11,0.393,0.717,1.223,1.059,2,0,H,0.351,0.048,0.602
2010-09-25,EPL,Fulham,Liverpool,11,19,0.457,0.847,1.542,0.932,3,2,H,0.636,0.048,0.316
2010-09-26,EPL,Brighton,Burnley,7,3,0.481,0.749,1.427,0.975,3,3,D,0.492,0.09,0.418
2010-09-29,EPL,Tottenham,Luton,19,6,0.234,0.319,1.171,0.872,1,1,D,0.406,0.073,0.521
2010-09-29,EPL,Chelsea,Burnley,10,19,0.313,0.681,1.286,0.974,3,2,H,0.437,0.121,0.442
2010-09-30,EPL,WestHam,Brentford,20,11,0.723,0.854,1.615,0.99,1,0,H,0.543,0.059,0.398
2010-09-30,EPL,CrystalPalace,Tottenham,13,20,0.604,0.202,1.74,0.604,6,0,H,0.725,0.048,0.227
2010-10-02,EPL,Burnley,Liverpool,1,2,0.636,0.43,1.536,0.838,2,0,H,0.52,0.073,0.407
2010-10-03,EPL,Bournemouth,Tottenham,4,15,0.9,0.618,1.669,0.929,3,2,H,0.467,0.105,0.427
2010-10-03,EPL,Wolves,Everton,9,20,0.594,0.366,1.354,0.912,3,0,H,0.371,0.048,0.581
2010-10-03,EPL,Brentford,WestHam,11,1,0.78,0.639,1.553,0.965,1,0,H,0.43,0.109,0.461
2010-10-04,EPL,Everton,Tottenham,16,7,0.581,0.427,1.474,0.855,1,0,H,0.474,0.101,0.425
2010-10-05,EPL,Luton,Newcastle,6,14,0.241,0.135,1.112,0.838,1,2,A,0.349,0.048,0.604
2010-10-06,EPL,Luton,ManCity,10,12,0.687,0.368,1.585,0.801,1,1,D,0.535,0.064,0.401
2010-10-06,EPL,Arsenal,Liverpool,15,15,0.554,0.447,1.113,1.082,0,2,A,0.218,0.048,0.735
2010-10-06,EPL,Brentford,CrystalPalace,15,9,0.27,0.052,1.524,0.554,1,0,H,0.696,0.048,0.257
2010-10-06,EPL,Newcastle,Luton,12,17,0.312,0.142,1.374,0.702,2,0,H,0.551,0.054,0.395
2010-10-07,EPL,Nottingham,Wolves,1,15,0.566,0.234,1.386,0.827,1,1,D,0.408,0.076,0.516
2010-10-07,EPL,Sheffield,Luton,14,5,0.179,0.398,1.135,0.905,3,0,H,0.401,0.065,0.534
2010-10-09,EPL,Nottingham,Sheffield,6,5,0.23,0.716,1.266,0.968,1,1,D,0.477,0.1,0.424
2010-10-09,EPL,ManCity,Everton,7,10,0.079,0.179,1.437,0.587,1,0,H,0.655,0.048,0.298
2010-10-10,EPL,Chelsea,Burnley,15,4,0.727,0.696,1.494,1.005,2,1,H,0.413,0.083,0.505
2010-10-11,EPL,Wolves,CrystalPalace,9,9,0.613,0.173,1.258,0.903,0,0,D,0.255,0.048,0.697
2010-10-11,EPL,Liverpool,Tottenham,7,7,0.401,0.782,1.54,0.886,2,1,H,0.677,0.048,0.276
2010-10-11,EPL,Arsenal,CrystalPalace,12,3,0.348,0.214,1.583,0.611,3,0,H,0.724,0.048,0.228
2010-10-11,EPL,Luton,ManCity,3,6,0.589,0.527,1.517,0.87,2,0,H,0.513,0.078,0.41
2010-10-12,EPL,Bournemouth,ManCity,4,11,0.35,0.395,1.261,0.889,0,0,D,0.415,0.086,0.5
2010-10-12,EPL,Sheffield,WestHam,17,11,0.298,0.828,1.31,1.011,2,0,H,0.472,0.103,0.425
2010-10-12,EPL,Tottenham,AstonVilla,14,15,0.695,0.257,1.554,0.779,2,1,H,0.479,0.098,0.423
2010-10-14,EPL,Bournemouth,Chelsea,15,2,0.321,0.529,1.393,0.847,2,2,D,0.577,0.048,0.375
2010-10-14,EPL,CrystalPalace,Chelsea,1,17,0.28,0.456,1.319,0.85,2,4,A,0.49,0.091,0.418
2010-10-14,EPL,Brighton,Newcastle,9,15,0.377,0.47,1.365,0.863,1,1,D,0.466,0.106,0.428
2010-10-15,EPL,Nottingham,Brentford,13,16,0.587,0.485,1.59,0.807,2,2,D,0.566,0.048,0.386
2010-10-16,EPL,Sheffield,Brentford,8,8,0.713,0.718,1.374,1.085,1,1,D,0.311,0.048,0.642
2010-10-16,EPL,ManUnited,Tottenham,8,3,0.707,0.274,1.597,0.763,0,1,A,0.537,0.063,0.4
2010-10-17,EPL,Brighton,Fulham,1,7,0.754,0.483,1.637,0.839,1,1,D,0.52,0.073,0.407
2010-10-17,EPL,Arsenal,Brentford,12,3,0.167,0.096,1.171,0.757,0,1,A,0.425,0.102,0.472
2010-10-17,EPL,ManCity,Brighton,9,20,0.924,0.567,1.836,0.812,1,2,A,0.641,0.048,0.312
2010-10-17,EPL,Liverpool,Sheffield,4,3,0.315,0.958,0.865,1.353,0,4,A,0.179,0.048,0.773
2010-10-19,EPL,Luton,Bournemouth,16,11,0.62,0.353,1.454,0.853,4,2,H,0.432,0.113,0.455
2010-10-20,EPL,AstonVilla,Sheffield,14,6,0.286,0.789,1.19,1.067,3,1,H,0.386,0.048,0.566
2010-10-20,EPL,Chelsea,Luton,10,18,0.471,0.575,1.441,0.893,1,0,H,0.518,0.074,0.407
2010-10-21,EPL,Tottenham,Sheffield,14,3,0.566,0.484,1.208,1.041,1,1,D,0.317,0.048,0.635
2010-10-22,EPL,Tottenham,ManCity,10,16,0.538,0.36,1.63,0.712,2,1,H,0.652,0.048,0.3
2010-10-22,EPL,Tottenham,Liverpool,6,11,0.042,0.513,1.1,0.921,4,0,H,0.424,0.101,0.475
2010-10-23,EPL,AstonVilla,Liverpool,15,12,0.844,0.78,1.759,0.915,1,3,A,0.596,0.048,0.356
2010-10-23,EPL,WestHam,Chelsea,18,12,0.669,0.646,1.584,0.906,2,1,H,0.545,0.058,0.397
2010-10-24,EPL,WestHam,CrystalPalace,4,9,0.558,0.602,1.644,0.808,2,1,H,0.619,0.048,0.333
2010-10-24,EPL,Arsenal,ManCity,12,2,0.763,0.364,1.77,0.71,0,0,D,0.659,0.048,0.293
2010-10-28,EPL,Nottingham,Bournemouth,6,4,0.368,0.457,1.402,0.832,3,0,H,0.515,0.076,0.409
2010-10-29,EPL,Fulham,Newcastle,12,16,0.448,0.702,1.219,1.076,1,1,D,0.354,0.048,0.599
2010-10-29,EPL,Sheffield,ManCity,12,14,0.482,0.128,1.156,0.9,1,0,H,0.26,0.048,0.692
2010-10-29,EPL,Everton,WestHam,5,8,0.726,0.618,1.608,0.901,1,0,H,0.522,0.072,0.406
2010-10-29,EPL,Luton,Sheffield,6,1,0.662,0.621,1.378,1.025,2,0,H,0.381,0.048,0.571
2010-10-30,EPL,Chelsea,Brentford,11,11,0.705,0.799,1.633,0.95,1,1,D,0.562,0.048,0.39
2010-10-30,EPL,Newcastle,Luton,3,8,0.824,0.49,1.822,0.752,1,0,H,0.666,0.048,0.286
2010-10-30,EPL,ManCity,WestHam,8,11,0.599,0.283,1.757,0.624,2,0,H,0.774,0.048,0.179
2010-10-30,EPL,Arsenal,CrystalPalace,13,4,0.796,0.576,1.845,0.761,2,0,H,0.742,0.048,0.211
2010-10-30,EPL,Chelsea,Nottingham,7,8,0.383,0.343,1.75,0.57,2,2,D,0.802,0.048,0.151
2010-10-31,EPL,Wolves,Luton,20,13,0.628,0.354,1.383,0.901,2,1,H,0.377,0.048,0.575
2010-10-31,EPL,ManUnited,Brentford,11,15,0.356,0.87,1.479,0.943,2,1,H,0.64,0.048,0.312
2010-10-31,EPL,Everton,Nottingham,4,11,0.64,0.93,1.402,1.124,2,1,H,0.384,0.048,0.568
2010-11-02,EPL,Everton,AstonVilla,20,1,0.662,0.55,1.27,1.064,0,1,A,0.3,0.048,0.652
2010-11-03,EPL,Newcastle,Wolves,12,10,0.421,0.091,1.359,0.733,1,0,H,0.446,0.118,0.436
2010-11-03,EPL,ManCity,Sheffield,9,13,0.35,0.66,1.431,0.887,1,1,D,0.579,0.048,0.373
2010-11-03,EPL,Bournemouth,Wolves,12,9,0.681,0.578,1.448,0.97,4,0,H,0.409,0.077,0.514
2010-11-03,EPL,Fulham,Arsenal,6,19,0.187,0.022,1.052,0.811,3,1,H,0.345,0.048,0.608
2010-11-05,EPL,Fulham,WestHam,10,8,0.63,0.418,1.819,0.65,1,0,H,0.755,0.048,0.197
2010-11-08,EPL,CrystalPalace,Burnley,15,2,0.817,0.743,1.501,1.054,2,1,H,0.4,0.062,0.538
2010-11-08,EPL,Tottenham,CrystalPalace,4,12,0.548,0.184,1.423,0.777,4,0,H,0.436,0.119,0.444
2010-11-09,EPL,Arsenal,Everton,12,13,0.922,0.451,1.738,0.826,1,1,D,0.548,0.056,0.396
2010-11-10,EPL,Fulham,Chelsea,9,18,0.38,0.334,1.169,0.934,2,1,H,0.379,0.048,0.574
2010-11-10,EPL,Nottingham,Burnley,10,14,0.358,0.579,1.24,0.979,3,0,H,0.394,0.053,0.553
2010-11-11,EPL,Bournemouth,Brentford,8,15,0.062,0.596,1.13,0.943,1,0,H,0.435,0.117,0.448
2010-11-12,EPL,Bournemouth,Fulham,11,8,0.381,0.838,1.392,0.995,3,2,H,0.509,0.08,0.411
2010-11-14,EPL,Fulham,ManUnited,10,14,0.192,0.669,1.489,0.793,2,0,H,0.778,0.048,0.175
